uf_origem,regiao_origem,uf_destino,regiao_destino,tipo_operacao,aliquota_icms_interestadual_base,regra_resolucao_22_1989,aliquota_importado_resolucao_13_2012,aplica_importado_se_bem_importado,fonte_regra_base,fonte_regra_importado,observacao_modelagem
RS,Sul,MG,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RS,Sul,PA,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RS,Sul,PB,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RS,Sul,PR,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RS,Sul,PE,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RS,Sul,PI,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RS,Sul,RJ,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RS,Sul,RN,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RS,Sul,RS,Sul,interna,,operação interna,,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Usar alíquota interna da UF/dado da empresa; não aplicar regra interestadual.
RS,Sul,RO,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RS,Sul,RR,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RS,Sul,SC,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RS,Sul,SP,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RS,Sul,SE,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RS,Sul,TO,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
RO,Norte,AC,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,AL,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,AP,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,AM,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,BA,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,CE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,DF,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,ES,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,GO,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,MA,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,MT,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,MS,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,MG,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,PA,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,PB,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,PR,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,PE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,PI,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,RJ,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,RN,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,RS,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,RO,Norte,interna,,operação interna,,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Usar alíquota interna da UF/dado da empresa; não aplicar regra interestadual.
RO,Norte,RR,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,SC,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,SP,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,SE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RO,Norte,TO,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,AC,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,AL,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,AP,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,AM,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,BA,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,CE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,DF,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,ES,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,GO,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,MA,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,MT,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,MS,Centro-Oeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,MG,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,PA,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,PB,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,PR,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,PE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,PI,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,RJ,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,RN,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,RS,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,RO,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,RR,Norte,interna,,operação interna,,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Usar alíquota interna da UF/dado da empresa; não aplicar regra interestadual.
RR,Norte,SC,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,SP,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,SE,Nordeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
RR,Norte,TO,Norte,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
SC,Sul,AC,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,AL,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,AP,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,AM,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,BA,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,CE,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,DF,Centro-Oeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,ES,Sudeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,GO,Centro-Oeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,MA,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,MT,Centro-Oeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,MS,Centro-Oeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,MG,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
SC,Sul,PA,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,PB,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,PR,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
SC,Sul,PE,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,PI,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,RJ,Sudeste,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
SC,Sul,RN,Nordeste,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,RS,Sul,interestadual,0.12,interestadual 12%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Regra geral interestadual.
SC,Sul,RO,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,RR,Norte,interestadual,0.07,interestadual 7%,0.04,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Origem Sul/Sudeste exceto ES para Norte/Nordeste/Centro-Oeste/ES.
SC,Sul,SC,Sul,interna,,operação interna,,"Sim, se o produto/mercadoria se enquadrar na Resolução 13/2012; caso contrário, não aplicar.",https://legis.senado.leg.br/norma/586152/publicacao/15646891,https://legis.senado.leg.br/norma/586999,Usar alíquota interna da UF/dado da empresa; não aplicar regra interestadual.
